Taskcla:  [(0, 3), (1, 2), (2, 2)]
Number of clients each task:  [10, 10, 10]
************************************************************************************************************
Task  0
************************************************************************************************************
 Epoch: 1 | Train: time= 81.5s | Valid: time= 13.8s loss=1.021, TAw acc=  0.0% |
 Epoch: 30 | Train: time= 49.5s | Valid: time= 10.8s loss=0.576, TAw acc=  0.0% |
 Epoch: 31 | Train: time= 49.4s | Valid: time= 10.9s loss=0.686, TAw acc=  0.0% |
 Epoch: 32 | Train: time= 51.2s | Valid: time= 10.9s loss=0.537, TAw acc=  0.0% |
 Epoch: 33 | Train: time= 51.2s | Valid: time= 10.7s loss=0.699, TAw acc=  0.0% |
 Epoch: 34 | Train: time= 50.8s | Valid: time= 10.8s loss=0.600, TAw acc=  0.0% |
 Epoch: 35 | Train: time= 50.1s | Valid: time= 10.4s loss=0.556, TAw acc=  0.0% |
 Epoch: 36 | Train: time= 51.6s | Valid: time= 10.5s loss=0.535, TAw acc=  0.0% |
 Epoch: 37 | Train: time= 50.2s | Valid: time= 10.6s loss=0.519, TAw acc=  0.0% |
 Epoch: 38 | Train: time= 50.3s | Valid: time= 10.8s loss=0.514, TAw acc=  0.0% |
 Epoch: 39 | Train: time= 50.1s | Valid: time= 10.2s loss=0.525, TAw acc=  0.0% |
 Epoch: 40 | Train: time= 52.4s | Valid: time= 10.9s loss=0.520, TAw acc=  0.0% |
 Epoch: 41 | Train: time= 52.5s | Valid: time= 10.7s loss=0.508, TAw acc=  0.0% |
 Epoch: 42 | Train: time= 52.7s | Valid: time= 10.6s loss=0.514, TAw acc=  0.0% |
 Epoch: 43 | Train: time= 50.4s | Valid: time= 11.1s loss=0.507, TAw acc=  0.0% |
 Epoch: 44 | Train: time= 51.4s | Valid: time= 10.9s loss=0.515, TAw acc=  0.0% |
 Epoch: 45 | Train: time= 52.7s | Valid: time= 10.6s loss=0.510, TAw acc=  0.0% |
 Epoch: 46 | Train: time= 51.7s | Valid: time= 10.2s loss=0.504, TAw acc=  0.0% |
 Epoch: 47 | Train: time= 51.7s | Valid: time= 10.9s loss=0.502, TAw acc=  0.0% |
 Epoch: 48 | Train: time= 51.4s | Valid: time= 11.0s loss=0.510, TAw acc=  0.0% |
 Epoch: 49 | Train: time= 51.0s | Valid: time= 10.5s loss=0.509, TAw acc=  0.0% |
 Epoch: 50 | Train: time= 51.7s | Valid: time= 10.6s loss=0.503, TAw acc=  0.0% |
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=18.156 | TAw acc=  0.0%, forg=  0.0%| TAg acc=:  0.0%, forg= 84.1% <<<
>>> Test on task  1 : loss=0.866 | TAw acc=  0.0%, forg=  0.0%| TAg acc=: 80.2%, forg=  0.0% <<<
Save at ./results/20241119_der_csl/ham10000/ham10000_der_split_dp_noexem_grow_csl_2
************************************************************************************************************
Task  2
************************************************************************************************************
 Epoch: 1 | Train: time= 48.9s | Valid: time= 10.8s loss=0.023, TAw acc=  0.0% |
 Epoch: 2 | Train: time= 47.9s | Valid: time= 10.8s loss=0.012, TAw acc=  0.0% |
 Epoch: 3 | Train: time= 48.9s | Valid: time= 10.6s loss=0.005, TAw acc=  0.0% |
 Epoch: 4 | Train: time= 48.2s | Valid: time= 10.4s loss=0.250, TAw acc=  0.0% |
 Epoch: 5 | Train: time= 48.4s | Valid: time= 10.3s loss=0.005, TAw acc=  0.0% |
 Epoch: 6 | Train: time= 49.1s | Valid: time= 10.4s loss=0.005, TAw acc=  0.0% |
 Epoch: 7 | Train: time= 48.9s | Valid: time= 10.0s loss=2.206, TAw acc=  0.0% |
 Epoch: 8 | Train: time= 50.3s | Valid: time= 10.0s loss=0.005, TAw acc=  0.0% |
 Epoch: 9 | Train: time= 50.5s | Valid: time= 10.6s loss=0.004, TAw acc=  0.0% |
 Epoch: 10 | Train: time= 48.8s | Valid: time= 10.0s loss=0.005, TAw acc=  0.0% |
 Epoch: 11 | Train: time= 51.0s | Valid: time= 10.3s loss=0.005, TAw acc=  0.0% |
 Epoch: 12 | Train: time= 49.5s | Valid: time=  9.9s loss=0.005, TAw acc=  0.0% |
 Epoch: 13 | Train: time= 50.2s | Valid: time= 10.2s loss=0.005, TAw acc=  0.0% |
 Epoch: 14 | Train: time= 48.9s | Valid: time= 10.6s loss=0.004, TAw acc=  0.0% |
 Epoch: 15 | Train: time= 48.6s | Valid: time= 10.9s loss=0.006, TAw acc=  0.0% |
 Epoch: 16 | Train: time= 48.1s | Valid: time= 10.8s loss=0.004, TAw acc=  0.0% |
 Epoch: 17 | Train: time= 49.6s | Valid: time= 10.4s loss=0.199, TAw acc=  0.0% |
 Epoch: 18 | Train: time= 50.4s | Valid: time= 10.1s loss=0.005, TAw acc=  0.0% |
 Epoch: 19 | Train: time= 48.4s | Valid: time= 10.3s loss=0.005, TAw acc=  0.0% |
 Epoch: 20 | Train: time= 49.7s | Valid: time= 10.6s loss=23.715, TAw acc=  0.0% |
 Epoch: 21 | Train: time= 49.4s | Valid: time= 10.6s loss=0.031, TAw acc=  0.0% |
 Epoch: 22 | Train: time= 49.1s | Valid: time= 10.8s loss=0.099, TAw acc=  0.0% |
 Epoch: 23 | Train: time= 50.7s | Valid: time= 10.7s loss=0.088, TAw acc=  0.0% |
 Epoch: 24 | Train: time= 49.3s | Valid: time= 10.8s loss=0.008, TAw acc=  0.0% |
 Epoch: 25 | Train: time= 48.9s | Valid: time= 10.5s loss=0.005, TAw acc=  0.0% |
 Epoch: 26 | Train: time= 48.2s | Valid: time= 10.1s loss=0.006, TAw acc=  0.0% |
 Epoch: 27 | Train: time= 50.6s | Valid: time= 10.7s loss=6.518, TAw acc=  0.0% |
 Epoch: 28 | Train: time= 46.8s | Valid: time=  9.7s loss=0.005, TAw acc=  0.0% |
 Epoch: 29 | Train: time= 45.7s | Valid: time=  9.9s loss=0.007, TAw acc=  0.0% |
 Epoch: 30 | Train: time= 45.1s | Valid: time=  9.7s loss=0.005, TAw acc=  0.0% |
 Epoch: 31 | Train: time= 45.1s | Valid: time=  9.9s loss=0.007, TAw acc=  0.0% |
 Epoch: 32 | Train: time= 46.6s | Valid: time=  9.9s loss=0.005, TAw acc=  0.0% |
 Epoch: 33 | Train: time= 46.1s | Valid: time= 10.1s loss=0.004, TAw acc=  0.0% |
 Epoch: 34 | Train: time= 46.2s | Valid: time= 10.4s loss=0.004, TAw acc=  0.0% |
 Epoch: 35 | Train: time= 45.2s | Valid: time=  9.7s loss=0.006, TAw acc=  0.0% |
 Epoch: 36 | Train: time= 44.5s | Valid: time=  9.8s loss=0.005, TAw acc=  0.0% |
 Epoch: 37 | Train: time= 44.8s | Valid: time=  9.9s loss=0.005, TAw acc=  0.0% |
 Epoch: 38 | Train: time= 46.0s | Valid: time= 10.1s loss=0.005, TAw acc=  0.0% |
 Epoch: 39 | Train: time= 44.1s | Valid: time=  9.9s loss=0.006, TAw acc=  0.0% |
 Epoch: 40 | Train: time= 45.0s | Valid: time= 10.2s loss=0.004, TAw acc=  0.0% |
 Epoch: 41 | Train: time= 46.6s | Valid: time=  9.9s loss=0.005, TAw acc=  0.0% |
 Epoch: 42 | Train: time= 45.4s | Valid: time=  9.9s loss=0.005, TAw acc=  0.0% |
 Epoch: 43 | Train: time= 45.1s | Valid: time=  9.9s loss=0.004, TAw acc=  0.0% |
 Epoch: 44 | Train: time= 46.1s | Valid: time=  9.7s loss=0.006, TAw acc=  0.0% |
 Epoch: 45 | Train: time= 46.1s | Valid: time=  9.4s loss=0.006, TAw acc=  0.0% |
 Epoch: 46 | Train: time= 44.3s | Valid: time=  9.9s loss=0.005, TAw acc=  0.0% |
 Epoch: 47 | Train: time= 44.7s | Valid: time=  9.8s loss=0.006, TAw acc=  0.0% |
 Epoch: 48 | Train: time= 45.5s | Valid: time= 10.1s loss=0.004, TAw acc=  0.0% |
 Epoch: 49 | Train: time= 44.8s | Valid: time= 10.0s loss=0.005, TAw acc=  0.0% |
 Epoch: 50 | Train: time= 44.5s | Valid: time=  9.9s loss=0.005, TAw acc=  0.0% |
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=16.980 | TAw acc=  0.0%, forg=  0.0%| TAg acc=:  0.0%, forg= 84.1% <<<
>>> Test on task  1 : loss=13.854 | TAw acc=  0.0%, forg=  0.0%| TAg acc=:  0.0%, forg= 80.2% <<<
>>> Test on task  2 : loss=0.169 | TAw acc=  0.0%, forg=  0.0%| TAg acc=: 90.0%, forg=  0.0% <<<
Save at ./results/20241119_der_csl/ham10000/ham10000_der_split_dp_noexem_grow_csl_2
************************************************************************************************************
TAw Acc
	 0.00%  0.00%  0.00% 
	 0.00%  0.00%  0.00% 	Avg.: 0.00% 
	 0.00%  0.00%  0.00% 	Avg.: 0.00% 
TAw Acc result
 0.00	 0.00	
************************************************************************************************************
TAg Acc
	84.14%  0.00%  0.00% 	Avg.:84.14% 
	 0.00% 80.19%  0.00% 	Avg.:40.10% 
	 0.00%  0.00% 90.00% 	Avg.:30.00% 
TAg Acc result
84.14	40.10	30.00	
************************************************************************************************************
TAw Forg
	 0.00%  0.00%  0.00% 
	 0.00%  0.00%  0.00% 	Avg.: 0.00% 
	 0.00%  0.00%  0.00% 	Avg.: 0.00% 
TAw Forg result
 0.00	 0.00	
************************************************************************************************************
TAg Forg
	 0.00%  0.00%  0.00% 
	84.14%  0.00%  0.00% 	Avg.:84.14% 
	84.14% 80.19%  0.00% 	Avg.:82.16% 
TAg Forg result
84.14	82.16	
************************************************************************************************************
[Elapsed time = 3.0 h]
Done!
