Taskcla:  [(0, 3), (1, 2), (2, 2)]
Number of clients each task:  [10, 10, 10]
************************************************************************************************************
Task  0
************************************************************************************************************
 Epoch: 1 | Train: time= 81.5s | Valid: time= 13.8s loss=1.021, TAw acc=  0.0% |
 Epoch: 2 | Train: time= 79.6s | Valid: time= 13.1s loss=0.723, TAw acc=  0.0% |
 Epoch: 3 | Train: time= 79.0s | Valid: time= 13.5s loss=0.705, TAw acc=  0.0% |
 Epoch: 4 | Train: time= 80.3s | Valid: time= 13.7s loss=0.781, TAw acc=  0.0% |
 Epoch: 5 | Train: time= 79.0s | Valid: time= 13.6s loss=0.660, TAw acc=  0.0% |
 Epoch: 6 | Train: time= 81.1s | Valid: time= 13.4s loss=1.774, TAw acc=  0.0% |
 Epoch: 7 | Train: time= 78.1s | Valid: time= 13.9s loss=0.830, TAw acc=  0.0% |
 Epoch: 8 | Train: time= 81.4s | Valid: time= 13.5s loss=0.817, TAw acc=  0.0% |
 Epoch: 9 | Train: time= 79.8s | Valid: time= 13.7s loss=0.851, TAw acc=  0.0% |
 Epoch: 10 | Train: time= 80.0s | Valid: time= 14.2s loss=0.798, TAw acc=  0.0% |
 Epoch: 11 | Train: time= 79.2s | Valid: time= 14.0s loss=1.427, TAw acc=  0.0% |
 Epoch: 12 | Train: time= 78.0s | Valid: time= 13.9s loss=1.319, TAw acc=  0.0% |
 Epoch: 13 | Train: time= 79.0s | Valid: time= 13.4s loss=1.089, TAw acc=  0.0% |
 Epoch: 14 | Train: time= 78.9s | Valid: time= 13.6s loss=1.483, TAw acc=  0.0% |
 Epoch: 15 | Train: time= 79.1s | Valid: time= 13.5s loss=1.242, TAw acc=  0.0% |
 Epoch: 16 | Train: time= 79.0s | Valid: time= 14.0s loss=1.104, TAw acc=  0.0% |
 Epoch: 17 | Train: time= 78.2s | Valid: time= 13.7s loss=1.169, TAw acc=  0.0% |
 Epoch: 18 | Train: time= 82.5s | Valid: time= 13.9s loss=1.183, TAw acc=  0.0% |
 Epoch: 19 | Train: time= 79.2s | Valid: time= 14.0s loss=1.310, TAw acc=  0.0% |
 Epoch: 20 | Train: time= 78.7s | Valid: time= 13.5s loss=1.563, TAw acc=  0.0% |
 Epoch: 21 | Train: time= 80.2s | Valid: time= 13.7s loss=1.324, TAw acc=  0.0% |
 Epoch: 22 | Train: time= 77.2s | Valid: time= 13.3s loss=1.358, TAw acc=  0.0% |
 Epoch: 23 | Train: time= 78.2s | Valid: time= 13.9s loss=1.479, TAw acc=  0.0% |
 Epoch: 24 | Train: time= 80.4s | Valid: time= 13.9s loss=1.298, TAw acc=  0.0% |
 Epoch: 25 | Train: time= 79.9s | Valid: time= 13.9s loss=1.375, TAw acc=  0.0% |
 Epoch: 26 | Train: time= 80.3s | Valid: time= 14.3s loss=1.415, TAw acc=  0.0% |
 Epoch: 27 | Train: time= 81.3s | Valid: time= 13.9s loss=1.435, TAw acc=  0.0% |
 Epoch: 28 | Train: time= 76.6s | Valid: time= 13.2s loss=1.937, TAw acc=  0.0% |
 Epoch: 29 | Train: time= 77.4s | Valid: time= 13.3s loss=1.355, TAw acc=  0.0% |
 Epoch: 30 | Train: time= 78.2s | Valid: time= 13.5s loss=1.474, TAw acc=  0.0% |
 Epoch: 31 | Train: time= 77.6s | Valid: time= 14.0s loss=1.562, TAw acc=  0.0% |
 Epoch: 32 | Train: time= 76.2s | Valid: time= 13.9s loss=1.464, TAw acc=  0.0% |
 Epoch: 33 | Train: time= 77.4s | Valid: time= 13.9s loss=1.371, TAw acc=  0.0% |
 Epoch: 34 | Train: time= 78.6s | Valid: time= 13.8s loss=1.525, TAw acc=  0.0% |
 Epoch: 35 | Train: time= 75.9s | Valid: time= 13.7s loss=1.362, TAw acc=  0.0% |
 Epoch: 36 | Train: time= 77.7s | Valid: time= 13.6s loss=1.362, TAw acc=  0.0% |
 Epoch: 37 | Train: time= 77.1s | Valid: time= 13.2s loss=1.363, TAw acc=  0.0% |
 Epoch: 38 | Train: time= 76.5s | Valid: time= 13.0s loss=1.363, TAw acc=  0.0% |
 Epoch: 39 | Train: time= 78.6s | Valid: time= 13.3s loss=1.360, TAw acc=  0.0% |
 Epoch: 40 | Train: time= 77.0s | Valid: time= 13.5s loss=1.349, TAw acc=  0.0% |
 Epoch: 41 | Train: time= 77.1s | Valid: time= 13.5s loss=1.363, TAw acc=  0.0% |
 Epoch: 42 | Train: time= 79.1s | Valid: time= 13.2s loss=1.351, TAw acc=  0.0% |
 Epoch: 43 | Train: time= 77.8s | Valid: time= 13.4s loss=1.360, TAw acc=  0.0% |
 Epoch: 44 | Train: time= 78.0s | Valid: time= 13.5s loss=1.368, TAw acc=  0.0% |
 Epoch: 45 | Train: time= 75.3s | Valid: time= 14.0s loss=1.348, TAw acc=  0.0% |
 Epoch: 46 | Train: time= 76.6s | Valid: time= 13.0s loss=1.353, TAw acc=  0.0% |
 Epoch: 47 | Train: time= 77.7s | Valid: time= 13.2s loss=1.356, TAw acc=  0.0% |
 Epoch: 48 | Train: time= 76.9s | Valid: time= 12.8s loss=1.341, TAw acc=  0.0% |
 Epoch: 49 | Train: time= 76.8s | Valid: time= 13.2s loss=1.339, TAw acc=  0.0% |
 Epoch: 50 | Train: time= 77.8s | Valid: time= 13.3s loss=1.358, TAw acc=  0.0% |
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=1.008 | TAw acc=  0.0%, forg=  0.0%| TAg acc=: 84.1%, forg=  0.0% <<<
Save at ./results/20241119_der_csl/ham10000/ham10000_der_split_dp_noexem_grow_csl_2
************************************************************************************************************
Task  1
************************************************************************************************************
 Epoch: 1 | Train: time= 50.7s | Valid: time= 10.6s loss=0.419, TAw acc=  0.0% |
 Epoch: 2 | Train: time= 50.0s | Valid: time= 10.5s loss=0.447, TAw acc=  0.0% |
 Epoch: 3 | Train: time= 50.9s | Valid: time= 10.3s loss=1.261, TAw acc=  0.0% |
 Epoch: 4 | Train: time= 49.7s | Valid: time= 10.1s loss=0.412, TAw acc=  0.0% |
 Epoch: 5 | Train: time= 49.8s | Valid: time= 10.2s loss=0.549, TAw acc=  0.0% |
 Epoch: 6 | Train: time= 49.5s | Valid: time= 10.5s loss=0.426, TAw acc=  0.0% |
 Epoch: 7 | Train: time= 50.7s | Valid: time= 10.8s loss=1.165, TAw acc=  0.0% |
 Epoch: 8 | Train: time= 49.4s | Valid: time= 10.8s loss=0.542, TAw acc=  0.0% |
 Epoch: 9 | Train: time= 49.8s | Valid: time= 11.0s loss=0.423, TAw acc=  0.0% |
 Epoch: 10 | Train: time= 49.4s | Valid: time= 10.6s loss=0.524, TAw acc=  0.0% |
 Epoch: 11 | Train: time= 49.7s | Valid: time= 10.5s loss=0.641, TAw acc=  0.0% |
 Epoch: 12 | Train: time= 49.5s | Valid: time= 10.2s loss=0.503, TAw acc=  0.0% |
 Epoch: 13 | Train: time= 52.4s | Valid: time= 10.4s loss=0.572, TAw acc=  0.0% |
 Epoch: 14 | Train: time= 50.1s | Valid: time= 10.4s loss=0.530, TAw acc=  0.0% |
 Epoch: 15 | Train: time= 50.8s | Valid: time= 10.2s loss=0.725, TAw acc=  0.0% |
 Epoch: 16 | Train: time= 52.5s | Valid: time= 10.7s loss=0.840, TAw acc=  0.0% |
 Epoch: 17 | Train: time= 50.4s | Valid: time= 10.2s loss=0.470, TAw acc=  0.0% |
 Epoch: 18 | Train: time= 50.7s | Valid: time= 10.1s loss=0.453, TAw acc=  0.0% |
 Epoch: 19 | Train: time= 51.5s | Valid: time= 10.3s loss=0.667, TAw acc=  0.0% |
 Epoch: 20 | Train: time= 49.1s | Valid: time= 11.0s loss=0.504, TAw acc=  0.0% |
 Epoch: 21 | Train: time= 50.9s | Valid: time= 10.7s loss=0.778, TAw acc=  0.0% |
 Epoch: 22 | Train: time= 51.7s | Valid: time= 10.9s loss=0.454, TAw acc=  0.0% |
 Epoch: 23 | Train: time= 49.8s | Valid: time= 11.0s loss=0.499, TAw acc=  0.0% |
 Epoch: 24 | Train: time= 50.8s | Valid: time=  9.6s loss=0.463, TAw acc=  0.0% |
 Epoch: 25 | Train: time= 52.3s | Valid: time= 10.8s loss=0.546, TAw acc=  0.0% |
 Epoch: 26 | Train: time= 51.7s | Valid: time= 10.4s loss=0.591, TAw acc=  0.0% |
 Epoch: 27 | Train: time= 50.3s | Valid: time= 10.3s loss=0.503, TAw acc=  0.0% |
 Epoch: 28 | Train: time= 50.6s | Valid: time= 10.4s loss=0.507, TAw acc=  0.0% |
 Epoch: 29 | Train: time= 49.8s | Valid: time= 10.7s loss=0.480, TAw acc=  0.0% |
