Using downloaded and verified file: ./data/bloodmnist/bloodmnist.npz
Using downloaded and verified file: ./data/bloodmnist/bloodmnist.npz
Taskcla:  [(0, 2), (1, 2), (2, 2), (3, 2)]
Number of clients each task:  [10, 10, 10, 10]
************************************************************************************************************
Task  0
************************************************************************************************************
 Epoch: 1 | Train: time= 14.2s | Valid: time=  6.1s loss=0.149, TAw acc=  0.0% |
 Epoch: 2 | Train: time=  9.5s | Valid: time=  5.0s loss=0.054, TAw acc=  0.0% |
 Epoch: 3 | Train: time= 10.3s | Valid: time=  4.8s loss=0.444, TAw acc=  0.0% |
 Epoch: 4 | Train: time=  9.8s | Valid: time=  4.6s loss=0.697, TAw acc=  0.0% |
 Epoch: 5 | Train: time=  9.6s | Valid: time=  4.9s loss=0.036, TAw acc=  0.0% |
 Epoch: 6 | Train: time= 10.1s | Valid: time=  4.6s loss=0.172, TAw acc=  0.0% |
 Epoch: 7 | Train: time=  9.8s | Valid: time=  6.6s loss=0.014, TAw acc=  0.0% |
 Epoch: 8 | Train: time=  9.2s | Valid: time=  4.6s loss=0.039, TAw acc=  0.0% |
 Epoch: 9 | Train: time=  9.4s | Valid: time=  4.9s loss=0.023, TAw acc=  0.0% |
 Epoch: 10 | Train: time= 10.0s | Valid: time=  4.8s loss=0.018, TAw acc=  0.0% |
 Epoch: 11 | Train: time= 10.1s | Valid: time=  4.7s loss=0.019, TAw acc=  0.0% |
 Epoch: 12 | Train: time=  9.5s | Valid: time=  4.7s loss=0.053, TAw acc=  0.0% |
 Epoch: 13 | Train: time=  9.6s | Valid: time=  5.1s loss=0.018, TAw acc=  0.0% |
 Epoch: 14 | Train: time=  9.6s | Valid: time=  5.2s loss=0.023, TAw acc=  0.0% |
 Epoch: 15 | Train: time=  9.6s | Valid: time=  4.7s loss=0.011, TAw acc=  0.0% |
 Epoch: 16 | Train: time=  9.6s | Valid: time=  5.2s loss=0.042, TAw acc=  0.0% |
 Epoch: 17 | Train: time=  9.8s | Valid: time=  4.9s loss=0.020, TAw acc=  0.0% |
 Epoch: 18 | Train: time=  9.6s | Valid: time=  4.7s loss=0.022, TAw acc=  0.0% |
 Epoch: 19 | Train: time=  9.4s | Valid: time=  4.5s loss=0.038, TAw acc=  0.0% |
 Epoch: 20 | Train: time=  9.8s | Valid: time=  5.5s loss=0.042, TAw acc=  0.0% |
 Epoch: 21 | Train: time=  9.1s | Valid: time=  4.6s loss=0.012, TAw acc=  0.0% |
 Epoch: 22 | Train: time=  9.3s | Valid: time=  5.1s loss=0.036, TAw acc=  0.0% |
 Epoch: 23 | Train: time=  9.3s | Valid: time=  4.7s loss=0.024, TAw acc=  0.0% |
 Epoch: 24 | Train: time=  9.6s | Valid: time=  4.8s loss=0.007, TAw acc=  0.0% |
 Epoch: 25 | Train: time=  9.8s | Valid: time=  5.1s loss=0.016, TAw acc=  0.0% |
 Epoch: 26 | Train: time=  9.5s | Valid: time=  5.4s loss=0.027, TAw acc=  0.0% |
