Files already downloaded and verified
Files already downloaded and verified
Taskcla:  [(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]
Number of clients each task:  [10, 10, 10, 10, 10, 10, 10, 10, 10, 10]
************************************************************************************************************
Task  0
************************************************************************************************************
 Epoch: 1 | Train: time= 16.5s | Valid: time=  4.8s loss=2.304, TAw acc=  0.0% |
 Epoch: 2 | Train: time= 10.5s | Valid: time=  5.2s loss=2.491, TAw acc=  0.0% |
 Epoch: 3 | Train: time= 10.7s | Valid: time=  4.8s loss=1.855, TAw acc=  0.0% |
 Epoch: 4 | Train: time= 10.7s | Valid: time=  4.9s loss=1.859, TAw acc=  0.0% |
 Epoch: 5 | Train: time= 10.6s | Valid: time=  5.1s loss=2.402, TAw acc=  0.0% |
 Epoch: 6 | Train: time= 10.4s | Valid: time=  4.8s loss=2.376, TAw acc=  0.0% |
 Epoch: 7 | Train: time= 11.0s | Valid: time=  4.8s loss=3.278, TAw acc=  0.0% |
 Epoch: 8 | Train: time= 10.6s | Valid: time=  5.0s loss=2.204, TAw acc=  0.0% |
 Epoch: 9 | Train: time= 10.9s | Valid: time=  4.8s loss=2.331, TAw acc=  0.0% |
 Epoch: 10 | Train: time= 10.6s | Valid: time=  4.7s loss=1.689, TAw acc=  0.0% |
 Epoch: 11 | Train: time= 10.7s | Valid: time=  5.0s loss=2.482, TAw acc=  0.0% |
 Epoch: 12 | Train: time= 10.7s | Valid: time=  4.7s loss=1.558, TAw acc=  0.0% |
 Epoch: 13 | Train: time= 10.7s | Valid: time=  4.8s loss=2.890, TAw acc=  0.0% |
 Epoch: 14 | Train: time= 10.8s | Valid: time=  4.7s loss=1.556, TAw acc=  0.0% |
 Epoch: 15 | Train: time= 10.7s | Valid: time=  4.8s loss=1.614, TAw acc=  0.0% |
 Epoch: 16 | Train: time= 10.7s | Valid: time=  4.9s loss=2.418, TAw acc=  0.0% |
 Epoch: 17 | Train: time= 10.7s | Valid: time=  4.9s loss=1.393, TAw acc=  0.0% |
 Epoch: 18 | Train: time= 10.5s | Valid: time=  5.0s loss=1.851, TAw acc=  0.0% |
 Epoch: 19 | Train: time= 10.7s | Valid: time=  4.7s loss=2.390, TAw acc=  0.0% |
 Epoch: 20 | Train: time= 10.6s | Valid: time=  4.9s loss=1.291, TAw acc=  0.0% |
 Epoch: 21 | Train: time= 10.6s | Valid: time=  4.7s loss=2.525, TAw acc=  0.0% |
 Epoch: 22 | Train: time= 10.4s | Valid: time=  4.7s loss=1.023, TAw acc=  0.0% |
 Epoch: 23 | Train: time= 10.9s | Valid: time=  4.7s loss=1.766, TAw acc=  0.0% |
 Epoch: 24 | Train: time= 10.6s | Valid: time=  4.8s loss=2.220, TAw acc=  0.0% |
 Epoch: 25 | Train: time= 10.6s | Valid: time=  5.0s loss=1.198, TAw acc=  0.0% |
 Epoch: 26 | Train: time= 11.0s | Valid: time=  4.8s loss=0.976, TAw acc=  0.0% |
 Epoch: 27 | Train: time= 10.6s | Valid: time=  4.8s loss=1.214, TAw acc=  0.0% |
