Using downloaded and verified file: ./data/organamnist/organamnist.npz
Using downloaded and verified file: ./data/organamnist/organamnist.npz
Taskcla:  [(0, 3), (1, 3), (2, 3), (3, 2)]
Number of clients each task:  [10, 10, 10, 10]
************************************************************************************************************
Task  0
************************************************************************************************************
 Epoch: 1 | Train: time=  5.8s | Valid: time=  3.3s loss=0.848, TAw acc= 64.1% | *
 Epoch: 56 | Train: time=  6.2s | Valid: time=  3.3s loss=0.105, TAw acc= 96.7% |
 Epoch: 57 | Train: time=  6.1s | Valid: time=  3.2s loss=0.049, TAw acc= 97.8% |
 Epoch: 58 | Train: time=  6.0s | Valid: time=  3.3s loss=0.173, TAw acc= 92.7% |
 Epoch: 59 | Train: time=  6.0s | Valid: time=  3.4s loss=0.184, TAw acc= 93.4% |
 Epoch: 60 | Train: time=  6.0s | Valid: time=  3.3s loss=0.048, TAw acc= 98.1% |
 Epoch: 61 | Train: time=  5.9s | Valid: time=  3.5s loss=0.084, TAw acc= 97.4% |
 Epoch: 62 | Train: time=  6.1s | Valid: time=  3.1s loss=0.030, TAw acc= 98.5% | *
 Epoch: 63 | Train: time=  5.9s | Valid: time=  3.2s loss=0.051, TAw acc= 98.4% |
 Epoch: 64 | Train: time=  6.1s | Valid: time=  3.2s loss=0.049, TAw acc= 98.5% |
 Epoch: 65 | Train: time=  6.1s | Valid: time=  3.1s loss=0.042, TAw acc= 98.6% |
 Epoch: 66 | Train: time=  6.1s | Valid: time=  3.3s loss=0.081, TAw acc= 97.1% |
 Epoch: 67 | Train: time=  6.2s | Valid: time=  3.2s loss=0.078, TAw acc= 96.8% |
 Epoch: 68 | Train: time=  6.3s | Valid: time=  3.2s loss=0.042, TAw acc= 98.3% |
 Epoch: 69 | Train: time=  5.9s | Valid: time=  3.2s loss=0.036, TAw acc= 98.5% |
 Epoch: 70 | Train: time=  6.2s | Valid: time=  3.2s loss=0.210, TAw acc= 95.3% |
 Epoch: 71 | Train: time=  6.2s | Valid: time=  3.2s loss=0.074, TAw acc= 97.2% |
 Epoch: 72 | Train: time=  6.1s | Valid: time=  3.3s loss=0.088, TAw acc= 97.2% |
 Epoch: 73 | Train: time=  6.2s | Valid: time=  3.2s loss=0.042, TAw acc= 98.3% |
 Epoch: 74 | Train: time=  6.0s | Valid: time=  3.3s loss=0.061, TAw acc= 97.7% |
 Epoch: 75 | Train: time=  6.0s | Valid: time=  3.4s loss=0.036, TAw acc= 98.3% |
 Epoch: 76 | Train: time=  6.3s | Valid: time=  3.2s loss=0.207, TAw acc= 93.2% |
 Epoch: 77 | Train: time=  6.1s | Valid: time=  3.2s loss=0.100, TAw acc= 95.9% |
num_cls : 3
num_exemplars:  600
original_exemplars_per_class:  200
--------------------------------------------------
--------------------------------------------------
| Selected 600 train exemplars, time= 34.4s
| Constructed 600 exemplars
Final memory length:  201
self.logits length and one shape:  201 (3,)
Previous classes:  [0 1 2]
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.092 | TAw acc= 96.4%, forg=  0.0%| TAg acc=: 96.4%, forg=  0.0% <<<
Save at ./results/ACCV_2024_rebuttal/der/organa/organamnist_der_split_dp_fixd_csl_3
************************************************************************************************************
Task  1
************************************************************************************************************
 Epoch: 1 | Train: time=  8.6s | Valid: time=  3.4s loss=0.442, TAw acc= 82.0% | *
 Epoch: 2 | Train: time=  8.8s | Valid: time=  3.5s loss=0.337, TAw acc= 87.1% | *
 Epoch: 3 | Train: time=  8.9s | Valid: time=  3.4s loss=0.369, TAw acc= 85.7% |
 Epoch: 4 | Train: time=  8.6s | Valid: time=  3.5s loss=0.328, TAw acc= 86.4% | *
 Epoch: 5 | Train: time=  8.7s | Valid: time=  3.4s loss=0.597, TAw acc= 78.8% |
 Epoch: 6 | Train: time=  8.3s | Valid: time=  3.4s loss=0.567, TAw acc= 77.9% |
 Epoch: 7 | Train: time=  8.1s | Valid: time=  3.5s loss=0.316, TAw acc= 87.9% | *
 Epoch: 8 | Train: time=  8.5s | Valid: time=  3.4s loss=0.245, TAw acc= 89.6% | *
 Epoch: 9 | Train: time=  8.7s | Valid: time=  3.5s loss=0.930, TAw acc= 75.1% |
 Epoch: 10 | Train: time=  8.7s | Valid: time=  3.4s loss=0.264, TAw acc= 87.6% |
 Epoch: 11 | Train: time=  8.3s | Valid: time=  3.3s loss=0.275, TAw acc= 89.1% |
 Epoch: 12 | Train: time=  8.7s | Valid: time=  3.5s loss=0.161, TAw acc= 93.8% | *
 Epoch: 13 | Train: time=  8.6s | Valid: time=  3.4s loss=0.333, TAw acc= 88.7% |
 Epoch: 14 | Train: time=  8.8s | Valid: time=  3.5s loss=0.174, TAw acc= 93.3% |
 Epoch: 15 | Train: time=  8.8s | Valid: time=  3.4s loss=0.202, TAw acc= 92.4% |
 Epoch: 16 | Train: time=  8.9s | Valid: time=  3.4s loss=0.305, TAw acc= 89.4% |
 Epoch: 17 | Train: time=  8.3s | Valid: time=  3.6s loss=0.272, TAw acc= 91.0% |
 Epoch: 18 | Train: time=  8.2s | Valid: time=  3.4s loss=0.155, TAw acc= 94.5% | *
 Epoch: 19 | Train: time=  8.5s | Valid: time=  3.4s loss=0.122, TAw acc= 94.7% | *
 Epoch: 20 | Train: time=  8.5s | Valid: time=  3.4s loss=0.169, TAw acc= 94.0% |
 Epoch: 21 | Train: time=  8.4s | Valid: time=  3.4s loss=0.386, TAw acc= 87.3% |
 Epoch: 22 | Train: time=  8.5s | Valid: time=  3.4s loss=0.231, TAw acc= 90.8% |
 Epoch: 23 | Train: time=  8.6s | Valid: time=  3.6s loss=0.192, TAw acc= 93.0% |
 Epoch: 24 | Train: time=  8.1s | Valid: time=  3.3s loss=0.234, TAw acc= 91.1% |
 Epoch: 25 | Train: time=  7.9s | Valid: time=  3.3s loss=0.143, TAw acc= 95.1% |
 Epoch: 26 | Train: time=  8.2s | Valid: time=  3.5s loss=0.154, TAw acc= 94.2% |
 Epoch: 27 | Train: time=  8.1s | Valid: time=  3.4s loss=0.191, TAw acc= 93.3% |
 Epoch: 28 | Train: time=  8.3s | Valid: time=  3.3s loss=0.144, TAw acc= 94.8% |
 Epoch: 29 | Train: time=  8.8s | Valid: time=  3.3s loss=0.215, TAw acc= 92.6% |
 Epoch: 30 | Train: time=  8.6s | Valid: time=  3.4s loss=0.170, TAw acc= 94.2% |
 Epoch: 31 | Train: time=  8.2s | Valid: time=  3.4s loss=0.352, TAw acc= 89.2% |
 Epoch: 32 | Train: time=  8.6s | Valid: time=  3.3s loss=0.193, TAw acc= 93.8% |
 Epoch: 33 | Train: time=  8.9s | Valid: time=  3.4s loss=0.249, TAw acc= 91.8% |
 Epoch: 34 | Train: time=  8.8s | Valid: time=  3.4s loss=0.104, TAw acc= 96.2% | *
 Epoch: 35 | Train: time=  8.6s | Valid: time=  3.5s loss=0.100, TAw acc= 96.5% | *
 Epoch: 36 | Train: time=  8.5s | Valid: time=  3.4s loss=0.305, TAw acc= 89.1% |
 Epoch: 37 | Train: time=  8.0s | Valid: time=  3.3s loss=0.133, TAw acc= 95.0% |
 Epoch: 38 | Train: time=  8.1s | Valid: time=  3.4s loss=0.194, TAw acc= 92.4% |
 Epoch: 39 | Train: time=  8.9s | Valid: time=  3.3s loss=0.122, TAw acc= 95.3% |
 Epoch: 40 | Train: time=  8.8s | Valid: time=  3.3s loss=0.140, TAw acc= 94.6% |
 Epoch: 41 | Train: time=  8.7s | Valid: time=  3.4s loss=0.163, TAw acc= 93.5% |
 Epoch: 42 | Train: time=  8.4s | Valid: time=  3.4s loss=0.140, TAw acc= 94.9% |
 Epoch: 43 | Train: time=  8.3s | Valid: time=  3.3s loss=0.300, TAw acc= 89.0% |
 Epoch: 44 | Train: time=  8.9s | Valid: time=  3.3s loss=0.268, TAw acc= 90.5% |
 Epoch: 45 | Train: time=  8.5s | Valid: time=  3.3s loss=0.089, TAw acc= 96.5% | *
 Epoch: 46 | Train: time=  8.8s | Valid: time=  3.3s loss=0.169, TAw acc= 93.7% |
 Epoch: 47 | Train: time=  8.8s | Valid: time=  3.5s loss=0.239, TAw acc= 91.3% |
 Epoch: 48 | Train: time=  8.7s | Valid: time=  3.4s loss=0.101, TAw acc= 95.9% |
 Epoch: 49 | Train: time=  8.6s | Valid: time=  3.4s loss=0.144, TAw acc= 94.5% |
 Epoch: 50 | Train: time=  8.6s | Valid: time=  3.4s loss=0.179, TAw acc= 93.6% |
 Epoch: 51 | Train: time=  8.7s | Valid: time=  3.2s loss=0.261, TAw acc= 90.4% |
 Epoch: 52 | Train: time=  8.7s | Valid: time=  3.7s loss=0.156, TAw acc= 94.2% |
 Epoch: 53 | Train: time=  8.8s | Valid: time=  3.3s loss=0.168, TAw acc= 94.6% |
 Epoch: 54 | Train: time=  8.7s | Valid: time=  3.4s loss=0.082, TAw acc= 97.2% | *
 Epoch: 55 | Train: time=  8.2s | Valid: time=  3.6s loss=0.238, TAw acc= 91.8% |
 Epoch: 56 | Train: time=  8.8s | Valid: time=  3.4s loss=0.104, TAw acc= 95.8% |
 Epoch: 57 | Train: time=  8.4s | Valid: time=  3.4s loss=0.148, TAw acc= 94.6% |
 Epoch: 58 | Train: time=  8.8s | Valid: time=  3.4s loss=0.108, TAw acc= 95.4% |
 Epoch: 59 | Train: time=  8.7s | Valid: time=  3.4s loss=0.205, TAw acc= 92.9% |
 Epoch: 60 | Train: time=  8.9s | Valid: time=  3.4s loss=0.141, TAw acc= 95.1% |
 Epoch: 61 | Train: time=  8.6s | Valid: time=  3.4s loss=0.139, TAw acc= 95.2% |
 Epoch: 62 | Train: time=  9.0s | Valid: time=  3.3s loss=0.078, TAw acc= 97.4% | *
 Epoch: 63 | Train: time=  8.7s | Valid: time=  3.2s loss=0.064, TAw acc= 97.4% | *
 Epoch: 64 | Train: time=  8.8s | Valid: time=  3.2s loss=0.076, TAw acc= 97.1% |
 Epoch: 65 | Train: time=  8.8s | Valid: time=  3.3s loss=0.080, TAw acc= 97.0% |
 Epoch: 66 | Train: time=  8.4s | Valid: time=  3.3s loss=0.149, TAw acc= 95.2% |
 Epoch: 67 | Train: time=  8.9s | Valid: time=  3.3s loss=0.138, TAw acc= 94.4% |
 Epoch: 68 | Train: time=  8.7s | Valid: time=  3.3s loss=0.065, TAw acc= 97.8% |
 Epoch: 69 | Train: time=  8.6s | Valid: time=  3.1s loss=0.219, TAw acc= 91.3% |
 Epoch: 70 | Train: time=  8.6s | Valid: time=  3.3s loss=0.240, TAw acc= 92.5% |
 Epoch: 71 | Train: time=  8.6s | Valid: time=  3.3s loss=0.124, TAw acc= 96.2% |
 Epoch: 72 | Train: time=  8.4s | Valid: time=  3.3s loss=0.270, TAw acc= 92.6% |
 Epoch: 73 | Train: time= 10.0s | Valid: time=  4.4s loss=0.193, TAw acc= 93.1% |
 Epoch: 74 | Train: time=  9.6s | Valid: time=  4.4s loss=0.119, TAw acc= 95.4% |
 Epoch: 75 | Train: time= 10.1s | Valid: time=  4.3s loss=0.081, TAw acc= 96.7% |
 Epoch: 76 | Train: time= 10.1s | Valid: time=  4.6s loss=0.076, TAw acc= 97.7% |
 Epoch: 77 | Train: time= 10.0s | Valid: time=  3.9s loss=0.068, TAw acc= 96.9% |
 Epoch: 78 | Train: time=  9.3s | Valid: time=  3.3s loss=0.051, TAw acc= 97.7% | *
 Epoch: 79 | Train: time=  8.7s | Valid: time=  3.9s loss=0.067, TAw acc= 97.8% |
 Epoch: 80 | Train: time=  9.3s | Valid: time=  3.3s loss=0.062, TAw acc= 97.3% |
 Epoch: 81 | Train: time=  8.7s | Valid: time=  3.3s loss=0.145, TAw acc= 93.8% |
 Epoch: 82 | Train: time=  8.6s | Valid: time=  3.5s loss=0.095, TAw acc= 96.4% |
 Epoch: 83 | Train: time=  9.2s | Valid: time=  3.2s loss=0.067, TAw acc= 97.0% |
 Epoch: 84 | Train: time=  8.9s | Valid: time=  3.3s loss=0.059, TAw acc= 97.6% |
 Epoch: 85 | Train: time=  8.7s | Valid: time=  3.2s loss=0.058, TAw acc= 98.1% |
 Epoch: 86 | Train: time=  8.8s | Valid: time=  4.4s loss=0.169, TAw acc= 94.3% |
 Epoch: 87 | Train: time=  9.6s | Valid: time=  4.2s loss=0.041, TAw acc= 98.3% | *
 Epoch: 88 | Train: time=  9.9s | Valid: time=  4.5s loss=0.101, TAw acc= 96.4% |
 Epoch: 89 | Train: time=  9.2s | Valid: time=  4.5s loss=0.054, TAw acc= 98.5% |
 Epoch: 90 | Train: time=  9.9s | Valid: time=  4.4s loss=0.088, TAw acc= 97.0% |
 Epoch: 91 | Train: time=  8.7s | Valid: time=  3.9s loss=0.111, TAw acc= 95.9% |
 Epoch: 92 | Train: time=  8.9s | Valid: time=  3.4s loss=0.081, TAw acc= 96.6% |
 Epoch: 93 | Train: time=  8.7s | Valid: time=  3.4s loss=0.082, TAw acc= 97.0% |
 Epoch: 94 | Train: time=  8.6s | Valid: time=  3.2s loss=0.038, TAw acc= 98.7% | *
 Epoch: 95 | Train: time=  8.7s | Valid: time=  3.5s loss=0.106, TAw acc= 95.9% |
 Epoch: 96 | Train: time=  8.7s | Valid: time=  3.2s loss=0.049, TAw acc= 98.1% |
 Epoch: 97 | Train: time=  8.4s | Valid: time=  3.3s loss=0.051, TAw acc= 98.2% |
 Epoch: 98 | Train: time=  8.8s | Valid: time=  3.2s loss=0.074, TAw acc= 97.1% |
 Epoch: 99 | Train: time=  8.8s | Valid: time=  3.4s loss=0.116, TAw acc= 96.3% |
 Epoch: 100 | Train: time=  8.6s | Valid: time=  3.3s loss=0.185, TAw acc= 93.5% |
num_cls : 6
num_exemplars:  600
original_exemplars_per_class:  100
--------------------------------------------------
--------------------------------------------------
| Selected 298 train exemplars, time= 29.3s
| Constructed 499 exemplars
Final memory length:  200
self.logits length and one shape:  200 (6,)
Previous classes:  [0 1 2 3 4 5]
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=9.410 | TAw acc= 67.5%, forg= 28.9%| TAg acc=:  0.0%, forg= 96.4% <<<
>>> Test on task  1 : loss=0.270 | TAw acc= 91.1%, forg=  0.0%| TAg acc=: 91.1%, forg=  0.0% <<<
Save at ./results/ACCV_2024_rebuttal/der/organa/organamnist_der_split_dp_fixd_csl_3
************************************************************************************************************
Task  2
************************************************************************************************************
 Epoch: 1 | Train: time= 10.5s | Valid: time=  3.7s loss=0.108, TAw acc= 97.9% | *
 Epoch: 2 | Train: time= 10.4s | Valid: time=  3.8s loss=0.148, TAw acc= 95.1% |
 Epoch: 3 | Train: time= 11.0s | Valid: time=  3.5s loss=0.037, TAw acc= 98.9% | *
 Epoch: 4 | Train: time= 11.1s | Valid: time=  3.8s loss=0.032, TAw acc= 99.3% | *
 Epoch: 5 | Train: time= 10.6s | Valid: time=  3.5s loss=0.031, TAw acc= 99.2% | *
 Epoch: 6 | Train: time= 11.2s | Valid: time=  3.6s loss=0.090, TAw acc= 96.3% |
 Epoch: 7 | Train: time= 10.6s | Valid: time=  3.8s loss=0.014, TAw acc= 99.6% | *
 Epoch: 8 | Train: time= 10.0s | Valid: time=  3.7s loss=0.017, TAw acc= 99.3% |
 Epoch: 9 | Train: time= 10.9s | Valid: time=  3.6s loss=0.020, TAw acc= 99.5% |
 Epoch: 10 | Train: time= 10.9s | Valid: time=  3.8s loss=0.029, TAw acc= 99.2% |
 Epoch: 11 | Train: time= 10.9s | Valid: time=  3.7s loss=0.035, TAw acc= 98.8% |
 Epoch: 12 | Train: time= 10.4s | Valid: time=  4.1s loss=0.010, TAw acc= 99.8% | *
 Epoch: 13 | Train: time= 11.0s | Valid: time=  3.6s loss=0.011, TAw acc= 99.8% |
 Epoch: 14 | Train: time= 10.8s | Valid: time=  3.8s loss=0.007, TAw acc= 99.8% | *
 Epoch: 15 | Train: time= 10.5s | Valid: time=  3.5s loss=0.009, TAw acc= 99.7% |
 Epoch: 16 | Train: time= 10.5s | Valid: time=  3.5s loss=0.011, TAw acc= 99.8% |
 Epoch: 17 | Train: time= 10.8s | Valid: time=  3.5s loss=0.014, TAw acc= 99.6% |
 Epoch: 18 | Train: time= 10.7s | Valid: time=  3.5s loss=0.009, TAw acc= 99.8% |
 Epoch: 19 | Train: time= 11.0s | Valid: time=  3.5s loss=0.004, TAw acc= 99.9% | *
 Epoch: 20 | Train: time= 10.6s | Valid: time=  3.5s loss=0.005, TAw acc= 99.8% |
 Epoch: 21 | Train: time= 10.8s | Valid: time=  3.7s loss=0.017, TAw acc= 99.4% |
 Epoch: 22 | Train: time= 10.6s | Valid: time=  3.4s loss=0.006, TAw acc=100.0% |
 Epoch: 23 | Train: time= 10.8s | Valid: time=  3.7s loss=0.004, TAw acc=100.0% |
 Epoch: 24 | Train: time= 10.5s | Valid: time=  3.5s loss=0.014, TAw acc= 99.5% |
 Epoch: 25 | Train: time= 10.5s | Valid: time=  3.6s loss=0.009, TAw acc= 99.6% |
 Epoch: 26 | Train: time= 10.3s | Valid: time=  3.6s loss=0.024, TAw acc= 99.2% |
 Epoch: 27 | Train: time= 10.3s | Valid: time=  4.9s loss=0.011, TAw acc= 99.7% |
 Epoch: 28 | Train: time= 10.8s | Valid: time=  3.5s loss=0.004, TAw acc= 99.9% | *
 Epoch: 29 | Train: time= 10.6s | Valid: time=  3.7s loss=0.012, TAw acc= 99.7% |
 Epoch: 30 | Train: time= 10.8s | Valid: time=  3.6s loss=0.005, TAw acc= 99.9% |
 Epoch: 31 | Train: time= 10.6s | Valid: time=  3.4s loss=0.005, TAw acc= 99.9% |
 Epoch: 32 | Train: time= 10.9s | Valid: time=  3.6s loss=0.011, TAw acc= 99.7% |
 Epoch: 33 | Train: time= 11.0s | Valid: time=  3.6s loss=0.007, TAw acc= 99.8% |
 Epoch: 34 | Train: time= 11.0s | Valid: time=  3.6s loss=0.004, TAw acc= 99.9% |
 Epoch: 35 | Train: time= 10.4s | Valid: time=  3.6s loss=0.008, TAw acc= 99.8% |
 Epoch: 36 | Train: time= 10.7s | Valid: time=  3.6s loss=0.012, TAw acc= 99.7% |
 Epoch: 37 | Train: time= 10.8s | Valid: time=  3.5s loss=0.005, TAw acc= 99.8% |
 Epoch: 38 | Train: time= 10.8s | Valid: time=  3.7s loss=0.007, TAw acc= 99.9% |
 Epoch: 39 | Train: time= 10.6s | Valid: time=  3.6s loss=0.007, TAw acc= 99.9% |
 Epoch: 40 | Train: time= 10.8s | Valid: time=  3.5s loss=0.002, TAw acc= 99.9% | *
 Epoch: 41 | Train: time= 10.5s | Valid: time=  3.6s loss=0.003, TAw acc= 99.9% |
 Epoch: 42 | Train: time= 10.7s | Valid: time=  3.7s loss=0.010, TAw acc= 99.7% |
 Epoch: 43 | Train: time= 10.6s | Valid: time=  3.6s loss=0.005, TAw acc= 99.9% |
 Epoch: 44 | Train: time= 10.7s | Valid: time=  3.7s loss=0.008, TAw acc= 99.8% |
 Epoch: 45 | Train: time= 11.1s | Valid: time=  4.1s loss=0.003, TAw acc=100.0% |
 Epoch: 46 | Train: time= 10.5s | Valid: time=  3.5s loss=0.002, TAw acc=100.0% | *
 Epoch: 47 | Train: time= 11.6s | Valid: time=  3.8s loss=0.014, TAw acc= 99.6% |
 Epoch: 48 | Train: time= 10.7s | Valid: time=  3.6s loss=0.002, TAw acc=100.0% |
 Epoch: 49 | Train: time= 10.6s | Valid: time=  3.4s loss=0.004, TAw acc= 99.9% |
 Epoch: 50 | Train: time= 10.3s | Valid: time=  4.6s loss=0.005, TAw acc= 99.8% |
 Epoch: 51 | Train: time= 10.8s | Valid: time=  3.5s loss=0.008, TAw acc= 99.9% |
 Epoch: 52 | Train: time= 10.8s | Valid: time=  3.5s loss=0.006, TAw acc= 99.8% |
 Epoch: 53 | Train: time= 10.8s | Valid: time=  3.6s loss=0.013, TAw acc= 99.6% |
 Epoch: 54 | Train: time= 11.0s | Valid: time=  3.5s loss=0.002, TAw acc=100.0% | *
 Epoch: 55 | Train: time= 10.7s | Valid: time=  3.6s loss=0.004, TAw acc= 99.8% |
 Epoch: 56 | Train: time= 11.2s | Valid: time=  3.5s loss=0.001, TAw acc=100.0% | *
 Epoch: 57 | Train: time= 10.7s | Valid: time=  3.5s loss=0.013, TAw acc= 99.7% |
 Epoch: 58 | Train: time= 11.0s | Valid: time=  3.4s loss=0.002, TAw acc=100.0% |
 Epoch: 59 | Train: time= 10.3s | Valid: time=  3.5s loss=0.015, TAw acc= 99.5% |
 Epoch: 60 | Train: time= 10.7s | Valid: time=  3.7s loss=0.004, TAw acc= 99.9% |
 Epoch: 61 | Train: time= 10.8s | Valid: time=  3.5s loss=0.001, TAw acc=100.0% | *
 Epoch: 62 | Train: time= 10.8s | Valid: time=  4.7s loss=0.003, TAw acc= 99.9% |
 Epoch: 63 | Train: time= 10.9s | Valid: time=  3.5s loss=0.007, TAw acc= 99.8% |
 Epoch: 64 | Train: time= 10.6s | Valid: time=  3.6s loss=0.008, TAw acc= 99.8% |
 Epoch: 65 | Train: time= 11.0s | Valid: time=  3.6s loss=0.004, TAw acc= 99.9% |
 Epoch: 66 | Train: time= 10.5s | Valid: time=  3.6s loss=0.003, TAw acc= 99.9% |
 Epoch: 67 | Train: time= 11.0s | Valid: time=  3.6s loss=0.001, TAw acc=100.0% |
 Epoch: 68 | Train: time= 11.0s | Valid: time=  3.6s loss=0.005, TAw acc= 99.8% |
 Epoch: 69 | Train: time= 10.7s | Valid: time=  3.5s loss=0.014, TAw acc= 99.6% |
 Epoch: 70 | Train: time= 10.3s | Valid: time=  3.5s loss=0.000, TAw acc=100.0% | *
 Epoch: 71 | Train: time= 10.7s | Valid: time=  3.9s loss=0.003, TAw acc= 99.9% |
 Epoch: 72 | Train: time= 10.3s | Valid: time=  3.7s loss=0.003, TAw acc= 99.9% |
