Using downloaded and verified file: ./data/organamnist/organamnist.npz
Using downloaded and verified file: ./data/organamnist/organamnist.npz
Taskcla:  [(0, 3), (1, 3), (2, 3), (3, 2)]
Number of clients each task:  [10, 10, 10, 10]
************************************************************************************************************
Task  0
************************************************************************************************************
 Epoch: 1 | Train: time= 14.8s | Valid: time=  4.9s loss=1.326, TAw acc=  0.0% |
 Epoch: 2 | Train: time= 10.3s | Valid: time=  4.8s loss=3.490, TAw acc=  0.0% |
 Epoch: 3 | Train: time= 10.7s | Valid: time=  4.9s loss=0.330, TAw acc=  0.0% |
 Epoch: 4 | Train: time= 10.1s | Valid: time=  4.8s loss=0.205, TAw acc=  0.0% |
 Epoch: 5 | Train: time= 10.1s | Valid: time=  4.9s loss=0.211, TAw acc=  0.0% |
 Epoch: 6 | Train: time= 10.0s | Valid: time=  4.8s loss=0.163, TAw acc=  0.0% |
 Epoch: 7 | Train: time= 10.4s | Valid: time=  5.1s loss=0.141, TAw acc=  0.0% |
 Epoch: 8 | Train: time= 10.3s | Valid: time=  4.8s loss=0.527, TAw acc=  0.0% |
 Epoch: 9 | Train: time= 10.1s | Valid: time=  5.0s loss=0.185, TAw acc=  0.0% |
 Epoch: 10 | Train: time=  9.9s | Valid: time=  5.0s loss=0.347, TAw acc=  0.0% |
 Epoch: 11 | Train: time= 10.1s | Valid: time=  4.9s loss=0.266, TAw acc=  0.0% |
 Epoch: 12 | Train: time= 10.3s | Valid: time=  4.6s loss=0.103, TAw acc=  0.0% |
 Epoch: 13 | Train: time= 10.0s | Valid: time=  4.8s loss=0.090, TAw acc=  0.0% |
 Epoch: 14 | Train: time= 10.1s | Valid: time=  4.7s loss=0.049, TAw acc=  0.0% |
 Epoch: 15 | Train: time= 10.4s | Valid: time=  4.8s loss=0.156, TAw acc=  0.0% |
 Epoch: 16 | Train: time= 10.2s | Valid: time=  4.7s loss=0.266, TAw acc=  0.0% |
 Epoch: 17 | Train: time= 10.3s | Valid: time=  4.7s loss=0.079, TAw acc=  0.0% |
 Epoch: 18 | Train: time=  9.9s | Valid: time=  4.8s loss=0.297, TAw acc=  0.0% |
 Epoch: 19 | Train: time= 10.4s | Valid: time=  4.9s loss=0.048, TAw acc=  0.0% |
 Epoch: 20 | Train: time= 10.2s | Valid: time=  5.0s loss=0.157, TAw acc=  0.0% |
 Epoch: 21 | Train: time= 10.2s | Valid: time=  4.9s loss=0.812, TAw acc=  0.0% |
 Epoch: 22 | Train: time= 10.4s | Valid: time=  5.0s loss=0.415, TAw acc=  0.0% |
 Epoch: 23 | Train: time= 10.1s | Valid: time=  4.7s loss=0.150, TAw acc=  0.0% |
 Epoch: 24 | Train: time= 10.2s | Valid: time=  4.9s loss=0.123, TAw acc=  0.0% |
 Epoch: 25 | Train: time= 10.0s | Valid: time=  4.7s loss=0.604, TAw acc=  0.0% |
 Epoch: 26 | Train: time= 10.0s | Valid: time=  4.8s loss=0.032, TAw acc=  0.0% |
 Epoch: 27 | Train: time= 10.6s | Valid: time=  4.7s loss=0.086, TAw acc=  0.0% |
 Epoch: 28 | Train: time= 10.2s | Valid: time=  4.8s loss=2.849, TAw acc=  0.0% |
 Epoch: 29 | Train: time= 10.1s | Valid: time=  4.7s loss=0.289, TAw acc=  0.0% |
 Epoch: 30 | Train: time= 10.1s | Valid: time=  4.7s loss=0.237, TAw acc=  0.0% |
 Epoch: 31 | Train: time= 10.3s | Valid: time=  4.9s loss=0.081, TAw acc=  0.0% |
 Epoch: 32 | Train: time= 10.2s | Valid: time=  4.6s loss=0.618, TAw acc=  0.0% |
 Epoch: 33 | Train: time= 10.2s | Valid: time=  5.0s loss=0.044, TAw acc=  0.0% |
 Epoch: 34 | Train: time= 10.1s | Valid: time=  4.7s loss=0.031, TAw acc=  0.0% |
 Epoch: 35 | Train: time= 10.0s | Valid: time=  5.0s loss=0.055, TAw acc=  0.0% |
 Epoch: 36 | Train: time= 10.3s | Valid: time=  4.9s loss=0.044, TAw acc=  0.0% |
 Epoch: 37 | Train: time= 10.4s | Valid: time=  4.8s loss=0.041, TAw acc=  0.0% |
 Epoch: 38 | Train: time= 10.3s | Valid: time=  4.8s loss=0.055, TAw acc=  0.0% |
 Epoch: 39 | Train: time= 10.2s | Valid: time=  4.8s loss=0.074, TAw acc=  0.0% |
 Epoch: 40 | Train: time= 10.0s | Valid: time=  4.8s loss=0.065, TAw acc=  0.0% |
 Epoch: 41 | Train: time= 10.1s | Valid: time=  4.8s loss=0.054, TAw acc=  0.0% |
 Epoch: 42 | Train: time= 10.3s | Valid: time=  5.1s loss=0.063, TAw acc=  0.0% |
 Epoch: 43 | Train: time= 10.2s | Valid: time=  4.8s loss=0.047, TAw acc=  0.0% |
 Epoch: 44 | Train: time= 10.3s | Valid: time=  4.8s loss=0.043, TAw acc=  0.0% |
 Epoch: 45 | Train: time= 10.2s | Valid: time=  4.7s loss=0.047, TAw acc=  0.0% |
 Epoch: 46 | Train: time=  9.9s | Valid: time=  4.9s loss=0.042, TAw acc=  0.0% |
 Epoch: 47 | Train: time= 10.5s | Valid: time=  4.8s loss=0.050, TAw acc=  0.0% |
 Epoch: 48 | Train: time= 10.1s | Valid: time=  4.9s loss=0.049, TAw acc=  0.0% |
 Epoch: 49 | Train: time= 10.4s | Valid: time=  4.8s loss=0.048, TAw acc=  0.0% |
 Epoch: 50 | Train: time= 10.2s | Valid: time=  4.9s loss=0.053, TAw acc=  0.0% |
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.185 | TAw acc=  0.0%, forg=  0.0%| TAg acc=: 94.5%, forg=  0.0% <<<
