0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.352000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.560000	0.317000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.654000	0.567000	0.312000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.654000	0.578000	0.590000	0.318000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.654000	0.561000	0.673000	0.577000	0.349000	0.000000	0.000000	0.000000	0.000000	0.000000
0.654000	0.579000	0.675000	0.629000	0.581000	0.420000	0.000000	0.000000	0.000000	0.000000
0.654000	0.580000	0.688000	0.635000	0.617000	0.511000	0.374000	0.000000	0.000000	0.000000
0.654000	0.579000	0.718000	0.656000	0.667000	0.638000	0.593000	0.373000	0.000000	0.000000
0.640000	0.575000	0.727000	0.654000	0.733000	0.596000	0.666000	0.513000	0.471000	0.000000
