0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.282000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.278000	0.461000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.327000	0.395000	0.392000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.328000	0.407000	0.355000	0.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.342000	0.396000	0.330000	0.323000	0.440000	0.000000	0.000000	0.000000	0.000000	0.000000
0.367000	0.468000	0.362000	0.412000	0.347000	0.426000	0.000000	0.000000	0.000000	0.000000
0.459000	0.437000	0.383000	0.401000	0.381000	0.515000	0.419000	0.000000	0.000000	0.000000
0.413000	0.431000	0.363000	0.409000	0.392000	0.369000	0.387000	0.513000	0.000000	0.000000
0.480000	0.445000	0.379000	0.452000	0.372000	0.403000	0.400000	0.487000	0.437000	0.000000
