0.797000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.448000	0.636000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.331000	0.243000	0.792000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.208000	0.147000	0.216000	0.794000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.177000	0.147000	0.250000	0.376000	0.801000	0.000000	0.000000	0.000000	0.000000	0.000000
0.228000	0.130000	0.273000	0.394000	0.346000	0.633000	0.000000	0.000000	0.000000	0.000000
0.207000	0.118000	0.350000	0.382000	0.359000	0.118000	0.708000	0.000000	0.000000	0.000000
0.133000	0.108000	0.224000	0.346000	0.328000	0.118000	0.201000	0.729000	0.000000	0.000000
0.218000	0.133000	0.260000	0.405000	0.334000	0.151000	0.231000	0.149000	0.689000	0.000000
0.176000	0.149000	0.270000	0.366000	0.329000	0.159000	0.302000	0.157000	0.145000	0.618000
