Files already downloaded and verified
Files already downloaded and verified
Classifier output dim:  100
num params: 11220132
[(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time= 16.5s | Train: skip eval | Valid: time=  0.3s loss=1.601, TAw acc=  0.0% | lr: 0.0300
| Epoch  54, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.464, TAw acc=  0.0% | lr: 0.0300
| Epoch  55, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.676, TAw acc=  0.0% | lr: 0.0300
| Epoch  56, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.284, TAw acc=  0.0% | lr: 0.0300
| Epoch  57, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.489, TAw acc=  0.0% | lr: 0.0300
| Epoch  58, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.413, TAw acc=  0.0% | lr: 0.0300
| Epoch  59, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.077, TAw acc=  0.0% | lr: 0.0300
| Epoch  60, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=1.495, TAw acc=  0.0% | lr: 0.0300
| Epoch  61, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.239, TAw acc=  0.0% | lr: 0.0300
| Epoch  62, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.227, TAw acc=  0.0% | lr: 0.0300
| Epoch  63, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.227, TAw acc=  0.0% | lr: 0.0300
| Epoch  64, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.208, TAw acc=  0.0% | lr: 0.0300
| Epoch  65, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.222, TAw acc=  0.0% | lr: 0.0300
| Epoch  66, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.165, TAw acc=  0.0% | lr: 0.0300
| Epoch  67, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.100, TAw acc=  0.0% | lr: 0.0300
| Epoch  68, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.263, TAw acc=  0.0% | lr: 0.0300
| Epoch  69, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.430, TAw acc=  0.0% | lr: 0.0300
| Epoch  70, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=1.090, TAw acc=  0.0% | lr: 0.0300
| Epoch  71, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.166, TAw acc=  0.0% | lr: 0.0300
| Epoch  72, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.334, TAw acc=  0.0% | lr: 0.0300
| Epoch  73, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.169, TAw acc=  0.0% | lr: 0.0300
| Epoch  74, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.140, TAw acc=  0.0% | lr: 0.0300
| Epoch  75, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.123, TAw acc=  0.0% | lr: 0.0300
| Epoch  76, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.124, TAw acc=  0.0% | lr: 0.0300
| Epoch  77, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.292, TAw acc=  0.0% | lr: 0.0300
| Epoch  78, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.127, TAw acc=  0.0% | lr: 0.0300
| Epoch  79, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.092, TAw acc=  0.0% | lr: 0.0300
| Epoch  80, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.212, TAw acc=  0.0% | lr: 0.0300
| Epoch  81, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.033, TAw acc=  0.0% | lr: 0.0300
| Epoch  82, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.388, TAw acc=  0.0% | lr: 0.0300
| Epoch  83, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=1.098, TAw acc=  0.0% | lr: 0.0300
| Epoch  84, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.230, TAw acc=  0.0% | lr: 0.0300
| Epoch  85, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.015, TAw acc=  0.0% | lr: 0.0300
| Epoch  86, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.113, TAw acc=  0.0% | lr: 0.0300
| Epoch  87, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.238, TAw acc=  0.0% | lr: 0.0300
| Epoch  88, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.340, TAw acc=  0.0% | lr: 0.0300
| Epoch  89, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.043, TAw acc=  0.0% | lr: 0.0300
| Epoch  90, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.018, TAw acc=  0.0% | lr: 0.0300
| Epoch  91, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.958, TAw acc=  0.0% | lr: 0.0300
| Epoch  92, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.964, TAw acc=  0.0% | lr: 0.0300
| Epoch  93, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.069, TAw acc=  0.0% | lr: 0.0300
| Epoch  94, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=1.017, TAw acc=  0.0% | lr: 0.0300
| Epoch  95, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.974, TAw acc=  0.0% | lr: 0.0300
| Epoch  96, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.975, TAw acc=  0.0% | lr: 0.0300
| Epoch  97, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.905, TAw acc=  0.0% | lr: 0.0300
| Epoch  98, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.035, TAw acc=  0.0% | lr: 0.0300
| Epoch  99, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.028, TAw acc=  0.0% | lr: 0.0300
| Epoch 100, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.953, TAw acc=  0.0% | lr: 0.0300
| Epoch 101, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.237, TAw acc=  0.0% | lr: 0.0300
| Epoch 102, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.205, TAw acc=  0.0% | lr: 0.0300
| Epoch 103, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.266, TAw acc=  0.0% | lr: 0.0300
| Epoch 104, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.986, TAw acc=  0.0% | lr: 0.0300
| Epoch 105, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.996, TAw acc=  0.0% | lr: 0.0300
| Epoch 106, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.961, TAw acc=  0.0% | lr: 0.0300
| Epoch 107, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.845, TAw acc=  0.0% | lr: 0.0300
| Epoch 108, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.890, TAw acc=  0.0% | lr: 0.0300
| Epoch 109, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.028, TAw acc=  0.0% | lr: 0.0300
| Epoch 110, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=1.010, TAw acc=  0.0% | lr: 0.0300
| Epoch 111, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.948, TAw acc=  0.0% | lr: 0.0300
| Epoch 112, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.011, TAw acc=  0.0% | lr: 0.0300
| Epoch 113, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.937, TAw acc=  0.0% | lr: 0.0300
| Epoch 114, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.930, TAw acc=  0.0% | lr: 0.0300
| Epoch 115, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.936, TAw acc=  0.0% | lr: 0.0300
| Epoch 116, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.913, TAw acc=  0.0% | lr: 0.0300
| Epoch 117, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.909, TAw acc=  0.0% | lr: 0.0300
| Epoch 118, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=1.004, TAw acc=  0.0% | lr: 0.0300
| Epoch 119, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.909, TAw acc=  0.0% | lr: 0.0300
| Epoch 120, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.936, TAw acc=  0.0% | lr: 0.0300
| Epoch 121, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.837, TAw acc=  0.0% | lr: 0.0300
| Epoch 122, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=0.978, TAw acc=  0.0% | lr: 0.0300
| Epoch 123, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.723, TAw acc=  0.0% | lr: 0.0300
| Epoch 124, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.952, TAw acc=  0.0% | lr: 0.0300
| Epoch 125, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.847, TAw acc=  0.0% | lr: 0.0300
| Epoch 126, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=0.920, TAw acc=  0.0% | lr: 0.0300
| Epoch 127, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.938, TAw acc=  0.0% | lr: 0.0300
| Epoch 128, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.888, TAw acc=  0.0% | lr: 0.0300
| Epoch 129, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.969, TAw acc=  0.0% | lr: 0.0300
| Epoch 130, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.842, TAw acc=  0.0% | lr: 0.0300
| Epoch 131, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.868, TAw acc=  0.0% | lr: 0.0300
| Epoch 132, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.903, TAw acc=  0.0% | lr: 0.0300
| Epoch 133, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.917, TAw acc=  0.0% | lr: 0.0300
| Epoch 134, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=0.869, TAw acc=  0.0% | lr: 0.0300
| Epoch 135, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.891, TAw acc=  0.0% | lr: 0.0300
| Epoch 136, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=0.819, TAw acc=  0.0% | lr: 0.0300
| Epoch 137, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.915, TAw acc=  0.0% | lr: 0.0300
| Epoch 138, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.882, TAw acc=  0.0% | lr: 0.0300
| Epoch 139, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.892, TAw acc=  0.0% | lr: 0.0300
| Epoch 140, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.868, TAw acc=  0.0% | lr: 0.0030
| Epoch 141, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.850, TAw acc=  0.0% | lr: 0.0030
| Epoch 142, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.873, TAw acc=  0.0% | lr: 0.0030
| Epoch 143, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.898, TAw acc=  0.0% | lr: 0.0030
| Epoch 144, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.871, TAw acc=  0.0% | lr: 0.0030
| Epoch 145, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.830, TAw acc=  0.0% | lr: 0.0030
| Epoch 146, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.845, TAw acc=  0.0% | lr: 0.0030
| Epoch 147, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.850, TAw acc=  0.0% | lr: 0.0030
| Epoch 148, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.860, TAw acc=  0.0% | lr: 0.0030
| Epoch 149, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.857, TAw acc=  0.0% | lr: 0.0030
| Epoch 150, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.911, TAw acc=  0.0% | lr: 0.0030
| Epoch 151, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.826, TAw acc=  0.0% | lr: 0.0030
| Epoch 152, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.899, TAw acc=  0.0% | lr: 0.0030
| Epoch 153, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.831, TAw acc=  0.0% | lr: 0.0030
| Epoch 154, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.729, TAw acc=  0.0% | lr: 0.0030
| Epoch 155, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.823, TAw acc=  0.0% | lr: 0.0030
| Epoch 156, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.871, TAw acc=  0.0% | lr: 0.0030
| Epoch 157, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=0.910, TAw acc=  0.0% | lr: 0.0030
| Epoch 158, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.779, TAw acc=  0.0% | lr: 0.0030
| Epoch 159, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.841, TAw acc=  0.0% | lr: 0.0030
| Epoch 160, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.766, TAw acc=  0.0% | lr: 0.0030
| Epoch 161, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.802, TAw acc=  0.0% | lr: 0.0030
| Epoch 162, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=0.809, TAw acc=  0.0% | lr: 0.0030
| Epoch 163, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.755, TAw acc=  0.0% | lr: 0.0030
| Epoch 164, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.825, TAw acc=  0.0% | lr: 0.0030
| Epoch 165, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.717, TAw acc=  0.0% | lr: 0.0030
| Epoch 166, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.717, TAw acc=  0.0% | lr: 0.0030
| Epoch 167, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.814, TAw acc=  0.0% | lr: 0.0030
| Epoch 168, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.772, TAw acc=  0.0% | lr: 0.0030
| Epoch 169, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.794, TAw acc=  0.0% | lr: 0.0030
| Epoch 170, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.725, TAw acc=  0.0% | lr: 0.0030
| Epoch 171, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.777, TAw acc=  0.0% | lr: 0.0030
| Epoch 172, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.811, TAw acc=  0.0% | lr: 0.0030
| Epoch 173, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.811, TAw acc=  0.0% | lr: 0.0030
| Epoch 174, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.778, TAw acc=  0.0% | lr: 0.0030
| Epoch 175, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.818, TAw acc=  0.0% | lr: 0.0030
| Epoch 176, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.737, TAw acc=  0.0% | lr: 0.0030
| Epoch 177, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.777, TAw acc=  0.0% | lr: 0.0030
| Epoch 178, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=0.779, TAw acc=  0.0% | lr: 0.0030
| Epoch 179, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.757, TAw acc=  0.0% | lr: 0.0030
| Epoch 180, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.731, TAw acc=  0.0% | lr: 0.0003
| Epoch 181, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.765, TAw acc=  0.0% | lr: 0.0003
| Epoch 182, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=0.786, TAw acc=  0.0% | lr: 0.0003
| Epoch 183, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.730, TAw acc=  0.0% | lr: 0.0003
| Epoch 184, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.755, TAw acc=  0.0% | lr: 0.0003
| Epoch 185, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.688, TAw acc=  0.0% | lr: 0.0003
| Epoch 186, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.747, TAw acc=  0.0% | lr: 0.0003
| Epoch 187, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.781, TAw acc=  0.0% | lr: 0.0003
| Epoch 188, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.734, TAw acc=  0.0% | lr: 0.0003
| Epoch 189, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.804, TAw acc=  0.0% | lr: 0.0003
| Epoch 190, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.748, TAw acc=  0.0% | lr: 0.0003
| Epoch 191, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.746, TAw acc=  0.0% | lr: 0.0003
| Epoch 192, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.776, TAw acc=  0.0% | lr: 0.0003
| Epoch 193, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=0.715, TAw acc=  0.0% | lr: 0.0003
| Epoch 194, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=0.782, TAw acc=  0.0% | lr: 0.0003
| Epoch 195, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=0.799, TAw acc=  0.0% | lr: 0.0003
| Epoch 196, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=0.746, TAw acc=  0.0% | lr: 0.0003
| Epoch 197, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.764, TAw acc=  0.0% | lr: 0.0003
| Epoch 198, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=0.701, TAw acc=  0.0% | lr: 0.0003
| Epoch 199, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=0.776, TAw acc=  0.0% | lr: 0.0003
| Epoch 200, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=0.751, TAw acc=  0.0% | lr: 0.0003
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=1.751 | TAw acc=  0.0%, forg=  0.0%| TAg acc= 66.9%, forg= 20.1% <<<
>>> Test on task  1 : loss=2.419 | TAw acc=  0.0%, forg=  0.0%| TAg acc= 54.1%, forg= 22.0% <<<
>>> Test on task  2 : loss=0.733 | TAw acc=  0.0%, forg=  0.0%| TAg acc= 83.8%, forg=  0.0% <<<
Save at ./results/20241102_der/cifar100_reproducing_epoch200/cifar100_icarl_der_base_csl_1
************************************************************************************************************
Task  3
************************************************************************************************************
| Epoch   1, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.205, TAw acc=  0.0% | lr: 0.0300
| Epoch   2, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.188, TAw acc=  0.0% | lr: 0.0300
| Epoch   3, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.415, TAw acc=  0.0% | lr: 0.0300
| Epoch   4, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=1.650, TAw acc=  0.0% | lr: 0.0300
| Epoch   5, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.908, TAw acc=  0.0% | lr: 0.0300
| Epoch   6, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=2.064, TAw acc=  0.0% | lr: 0.0300
| Epoch   7, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.882, TAw acc=  0.0% | lr: 0.0300
| Epoch   8, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=2.396, TAw acc=  0.0% | lr: 0.0300
| Epoch   9, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=2.644, TAw acc=  0.0% | lr: 0.0300
| Epoch  10, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=2.526, TAw acc=  0.0% | lr: 0.0300
| Epoch  11, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=2.497, TAw acc=  0.0% | lr: 0.0300
| Epoch  12, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=2.361, TAw acc=  0.0% | lr: 0.0300
| Epoch  13, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=2.567, TAw acc=  0.0% | lr: 0.0300
| Epoch  14, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=3.078, TAw acc=  0.0% | lr: 0.0300
| Epoch  15, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=2.860, TAw acc=  0.0% | lr: 0.0300
| Epoch  16, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=2.648, TAw acc=  0.0% | lr: 0.0300
| Epoch  17, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=2.321, TAw acc=  0.0% | lr: 0.0300
| Epoch  18, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=3.038, TAw acc=  0.0% | lr: 0.0300
| Epoch  19, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=2.494, TAw acc=  0.0% | lr: 0.0300
| Epoch  20, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=2.571, TAw acc=  0.0% | lr: 0.0300
| Epoch  21, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=2.672, TAw acc=  0.0% | lr: 0.0300
| Epoch  22, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=2.723, TAw acc=  0.0% | lr: 0.0300
| Epoch  23, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=2.725, TAw acc=  0.0% | lr: 0.0300
| Epoch  24, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=2.531, TAw acc=  0.0% | lr: 0.0300
| Epoch  25, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=2.362, TAw acc=  0.0% | lr: 0.0300
| Epoch  26, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=2.519, TAw acc=  0.0% | lr: 0.0300
| Epoch  27, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=2.585, TAw acc=  0.0% | lr: 0.0300
| Epoch  28, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=2.630, TAw acc=  0.0% | lr: 0.0300
| Epoch  29, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=2.308, TAw acc=  0.0% | lr: 0.0300
| Epoch  30, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=2.425, TAw acc=  0.0% | lr: 0.0300
| Epoch  31, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=2.220, TAw acc=  0.0% | lr: 0.0300
| Epoch  32, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=2.062, TAw acc=  0.0% | lr: 0.0300
| Epoch  33, time= 10.6s | Train: skip eval | Valid: time=  0.3s loss=2.360, TAw acc=  0.0% | lr: 0.0300
| Epoch  34, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=2.182, TAw acc=  0.0% | lr: 0.0300
| Epoch  35, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=2.606, TAw acc=  0.0% | lr: 0.0300
| Epoch  36, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=2.105, TAw acc=  0.0% | lr: 0.0300
| Epoch  37, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=2.185, TAw acc=  0.0% | lr: 0.0300
| Epoch  38, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.812, TAw acc=  0.0% | lr: 0.0300
| Epoch  39, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=2.246, TAw acc=  0.0% | lr: 0.0300
| Epoch  40, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=2.040, TAw acc=  0.0% | lr: 0.0300
| Epoch  41, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=2.041, TAw acc=  0.0% | lr: 0.0300
| Epoch  42, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.813, TAw acc=  0.0% | lr: 0.0300
| Epoch  43, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.674, TAw acc=  0.0% | lr: 0.0300
| Epoch  44, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=1.973, TAw acc=  0.0% | lr: 0.0300
| Epoch  45, time=  9.9s | Train: skip eval | Valid: time=  0.3s loss=1.623, TAw acc=  0.0% | lr: 0.0300
| Epoch  46, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.799, TAw acc=  0.0% | lr: 0.0300
| Epoch  47, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.720, TAw acc=  0.0% | lr: 0.0300
| Epoch  48, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.565, TAw acc=  0.0% | lr: 0.0300
| Epoch  49, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.820, TAw acc=  0.0% | lr: 0.0300
| Epoch  50, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.640, TAw acc=  0.0% | lr: 0.0300
| Epoch  51, time= 10.1s | Train: skip eval | Valid: time=  0.4s loss=1.622, TAw acc=  0.0% | lr: 0.0300
| Epoch  52, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.565, TAw acc=  0.0% | lr: 0.0300
| Epoch  53, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=1.872, TAw acc=  0.0% | lr: 0.0300
| Epoch  54, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.878, TAw acc=  0.0% | lr: 0.0300
| Epoch  55, time= 10.0s | Train: skip eval | Valid: time=  0.3s loss=2.203, TAw acc=  0.0% | lr: 0.0300
| Epoch  56, time= 10.5s | Train: skip eval | Valid: time=  0.3s loss=1.579, TAw acc=  0.0% | lr: 0.0300
| Epoch  57, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.615, TAw acc=  0.0% | lr: 0.0300
| Epoch  58, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.700, TAw acc=  0.0% | lr: 0.0300
| Epoch  59, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.536, TAw acc=  0.0% | lr: 0.0300
| Epoch  60, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.473, TAw acc=  0.0% | lr: 0.0300
| Epoch  61, time= 10.4s | Train: skip eval | Valid: time=  0.3s loss=1.531, TAw acc=  0.0% | lr: 0.0300
| Epoch  62, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.358, TAw acc=  0.0% | lr: 0.0300
| Epoch  63, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.528, TAw acc=  0.0% | lr: 0.0300
| Epoch  64, time= 10.1s | Train: skip eval | Valid: time=  0.3s loss=1.370, TAw acc=  0.0% | lr: 0.0300
| Epoch  65, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.427, TAw acc=  0.0% | lr: 0.0300
| Epoch  66, time= 10.3s | Train: skip eval | Valid: time=  0.3s loss=1.413, TAw acc=  0.0% | lr: 0.0300
| Epoch  67, time= 10.2s | Train: skip eval | Valid: time=  0.3s loss=1.531, TAw acc=  0.0% | lr: 0.0300
