Using downloaded and verified file: ./data/svhn/train_32x32.mat
Using downloaded and verified file: ./data/svhn/test_32x32.mat
Taskcla:  [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]
Number of clients each task:  [10, 10, 10, 10, 10]
************************************************************************************************************
Task  0
************************************************************************************************************
 Epoch: 1 | Train: time= 30.6s | Valid: time=  5.3s loss=0.221, TAw acc=  0.0% |
 Epoch: 2 | Train: time= 25.8s | Valid: time=  5.3s loss=0.160, TAw acc=  0.0% |
 Epoch: 3 | Train: time= 25.5s | Valid: time=  5.3s loss=1.387, TAw acc=  0.0% |
 Epoch: 4 | Train: time= 26.1s | Valid: time=  5.4s loss=0.079, TAw acc=  0.0% |
 Epoch: 5 | Train: time= 25.9s | Valid: time=  5.3s loss=1.095, TAw acc=  0.0% |
 Epoch: 6 | Train: time= 25.8s | Valid: time=  5.4s loss=0.076, TAw acc=  0.0% |
 Epoch: 7 | Train: time= 26.1s | Valid: time=  5.4s loss=0.083, TAw acc=  0.0% |
 Epoch: 8 | Train: time= 25.6s | Valid: time=  5.2s loss=0.118, TAw acc=  0.0% |
 Epoch: 9 | Train: time= 26.3s | Valid: time=  5.5s loss=0.096, TAw acc=  0.0% |
 Epoch: 10 | Train: time= 25.7s | Valid: time=  5.4s loss=0.687, TAw acc=  0.0% |
 Epoch: 11 | Train: time= 25.6s | Valid: time=  5.4s loss=0.141, TAw acc=  0.0% |
 Epoch: 12 | Train: time= 25.8s | Valid: time=  5.5s loss=0.539, TAw acc=  0.0% |
 Epoch: 13 | Train: time= 25.4s | Valid: time=  5.4s loss=0.101, TAw acc=  0.0% |
 Epoch: 14 | Train: time= 25.7s | Valid: time=  5.4s loss=0.093, TAw acc=  0.0% |
 Epoch: 15 | Train: time= 25.0s | Valid: time=  5.5s loss=0.095, TAw acc=  0.0% |
 Epoch: 16 | Train: time= 25.4s | Valid: time=  5.4s loss=0.103, TAw acc=  0.0% |
 Epoch: 17 | Train: time= 25.3s | Valid: time=  5.4s loss=0.112, TAw acc=  0.0% |
 Epoch: 18 | Train: time= 25.6s | Valid: time=  5.5s loss=0.114, TAw acc=  0.0% |
 Epoch: 19 | Train: time= 25.9s | Valid: time=  5.4s loss=0.119, TAw acc=  0.0% |
 Epoch: 20 | Train: time= 25.5s | Valid: time=  5.3s loss=0.094, TAw acc=  0.0% |
 Epoch: 21 | Train: time= 25.6s | Valid: time=  5.4s loss=7.063, TAw acc=  0.0% |
 Epoch: 22 | Train: time= 26.0s | Valid: time=  5.6s loss=0.088, TAw acc=  0.0% |
 Epoch: 23 | Train: time= 26.0s | Valid: time=  5.3s loss=0.202, TAw acc=  0.0% |
 Epoch: 24 | Train: time= 25.8s | Valid: time=  5.5s loss=0.101, TAw acc=  0.0% |
 Epoch: 25 | Train: time= 25.9s | Valid: time=  5.4s loss=0.092, TAw acc=  0.0% |
 Epoch: 26 | Train: time= 26.1s | Valid: time=  5.3s loss=0.090, TAw acc=  0.0% |
 Epoch: 27 | Train: time= 25.5s | Valid: time=  5.3s loss=0.102, TAw acc=  0.0% |
 Epoch: 28 | Train: time= 25.7s | Valid: time=  5.2s loss=0.107, TAw acc=  0.0% |
 Epoch: 29 | Train: time= 25.7s | Valid: time=  5.3s loss=0.094, TAw acc=  0.0% |
 Epoch: 30 | Train: time= 25.1s | Valid: time=  5.3s loss=0.103, TAw acc=  0.0% |
 Epoch: 31 | Train: time= 25.9s | Valid: time=  5.4s loss=0.086, TAw acc=  0.0% |
 Epoch: 32 | Train: time= 25.4s | Valid: time=  5.2s loss=0.100, TAw acc=  0.0% |
 Epoch: 33 | Train: time= 26.3s | Valid: time=  5.3s loss=0.105, TAw acc=  0.0% |
 Epoch: 34 | Train: time= 26.0s | Valid: time=  5.4s loss=0.099, TAw acc=  0.0% |
