Using downloaded and verified file: ./data/organamnist/organamnist.npz
Using downloaded and verified file: ./data/organamnist/organamnist.npz
Taskcla:  [(0, 3), (1, 3), (2, 3), (3, 2)]
Number of clients each task:  [10, 10, 10, 10]
************************************************************************************************************
Task  0
************************************************************************************************************
 Epoch: 1 | Train: time= 14.9s | Valid: time=  5.0s loss=1.084, TAw acc=  0.0% |
 Epoch: 2 | Train: time= 10.0s | Valid: time=  4.9s loss=0.243, TAw acc=  0.0% |
 Epoch: 3 | Train: time= 10.1s | Valid: time=  4.8s loss=0.290, TAw acc=  0.0% |
 Epoch: 4 | Train: time= 10.1s | Valid: time=  5.0s loss=0.555, TAw acc=  0.0% |
 Epoch: 5 | Train: time= 10.2s | Valid: time=  5.2s loss=0.354, TAw acc=  0.0% |
 Epoch: 6 | Train: time= 10.4s | Valid: time=  4.6s loss=0.246, TAw acc=  0.0% |
 Epoch: 7 | Train: time=  9.8s | Valid: time=  4.7s loss=0.369, TAw acc=  0.0% |
 Epoch: 8 | Train: time= 10.0s | Valid: time=  4.9s loss=0.124, TAw acc=  0.0% |
 Epoch: 9 | Train: time=  9.7s | Valid: time=  4.9s loss=0.105, TAw acc=  0.0% |
 Epoch: 10 | Train: time= 10.3s | Valid: time=  4.5s loss=0.946, TAw acc=  0.0% |
 Epoch: 11 | Train: time= 10.1s | Valid: time=  5.2s loss=0.076, TAw acc=  0.0% |
 Epoch: 12 | Train: time=  9.9s | Valid: time=  5.0s loss=0.225, TAw acc=  0.0% |
 Epoch: 13 | Train: time= 10.2s | Valid: time=  4.7s loss=0.427, TAw acc=  0.0% |
 Epoch: 14 | Train: time=  9.7s | Valid: time=  4.8s loss=0.181, TAw acc=  0.0% |
 Epoch: 15 | Train: time=  9.7s | Valid: time=  4.6s loss=0.150, TAw acc=  0.0% |
 Epoch: 16 | Train: time=  9.7s | Valid: time=  5.5s loss=0.300, TAw acc=  0.0% |
 Epoch: 17 | Train: time= 10.1s | Valid: time=  5.1s loss=0.053, TAw acc=  0.0% |
 Epoch: 18 | Train: time= 10.3s | Valid: time=  5.3s loss=0.184, TAw acc=  0.0% |
 Epoch: 19 | Train: time= 10.3s | Valid: time=  5.6s loss=0.067, TAw acc=  0.0% |
 Epoch: 20 | Train: time= 10.1s | Valid: time=  5.4s loss=0.071, TAw acc=  0.0% |
 Epoch: 21 | Train: time= 10.0s | Valid: time=  4.9s loss=0.223, TAw acc=  0.0% |
 Epoch: 22 | Train: time=  9.7s | Valid: time=  4.9s loss=0.041, TAw acc=  0.0% |
 Epoch: 23 | Train: time=  9.8s | Valid: time=  4.6s loss=0.053, TAw acc=  0.0% |
 Epoch: 24 | Train: time=  9.8s | Valid: time=  5.1s loss=0.043, TAw acc=  0.0% |
 Epoch: 25 | Train: time= 10.3s | Valid: time=  5.4s loss=0.037, TAw acc=  0.0% |
 Epoch: 26 | Train: time=  9.9s | Valid: time=  4.9s loss=0.047, TAw acc=  0.0% |
 Epoch: 27 | Train: time= 10.6s | Valid: time=  4.8s loss=0.087, TAw acc=  0.0% |
 Epoch: 28 | Train: time= 10.3s | Valid: time=  4.7s loss=0.035, TAw acc=  0.0% |
 Epoch: 29 | Train: time=  9.9s | Valid: time=  4.7s loss=0.069, TAw acc=  0.0% |
 Epoch: 30 | Train: time=  9.6s | Valid: time=  4.9s loss=0.124, TAw acc=  0.0% |
 Epoch: 31 | Train: time=  9.4s | Valid: time=  5.3s loss=0.040, TAw acc=  0.0% |
 Epoch: 32 | Train: time= 10.2s | Valid: time=  4.7s loss=0.202, TAw acc=  0.0% |
 Epoch: 33 | Train: time= 10.4s | Valid: time=  4.8s loss=0.045, TAw acc=  0.0% |
 Epoch: 34 | Train: time=  9.7s | Valid: time=  5.0s loss=0.037, TAw acc=  0.0% |
 Epoch: 35 | Train: time=  9.9s | Valid: time=  5.5s loss=0.028, TAw acc=  0.0% |
 Epoch: 36 | Train: time= 10.3s | Valid: time=  4.8s loss=0.029, TAw acc=  0.0% |
 Epoch: 37 | Train: time= 10.0s | Valid: time=  5.1s loss=0.028, TAw acc=  0.0% |
 Epoch: 38 | Train: time=  9.8s | Valid: time=  5.4s loss=0.027, TAw acc=  0.0% |
 Epoch: 39 | Train: time=  9.8s | Valid: time=  5.1s loss=0.025, TAw acc=  0.0% |
 Epoch: 40 | Train: time= 10.1s | Valid: time=  5.5s loss=0.025, TAw acc=  0.0% |
