Taskcla:  [(0, 2), (1, 2), (2, 2), (3, 2)]
Number of clients each task:  [10, 10, 10, 10]
************************************************************************************************************
Task  0
************************************************************************************************************
 Epoch: 1 | Train: time= 13.0s | Valid: time=  4.7s loss=0.227, TAw acc=  0.0% |
 Epoch: 2 | Train: time=  8.1s | Valid: time=  4.8s loss=0.196, TAw acc=  0.0% |
 Epoch: 3 | Train: time=  8.2s | Valid: time=  5.0s loss=0.246, TAw acc=  0.0% |
 Epoch: 4 | Train: time=  8.7s | Valid: time=  5.2s loss=0.187, TAw acc=  0.0% |
 Epoch: 5 | Train: time=  8.6s | Valid: time=  5.9s loss=0.218, TAw acc=  0.0% |
 Epoch: 6 | Train: time=  8.4s | Valid: time=  4.8s loss=0.166, TAw acc=  0.0% |
 Epoch: 7 | Train: time=  8.3s | Valid: time=  4.9s loss=0.156, TAw acc=  0.0% |
 Epoch: 8 | Train: time=  8.8s | Valid: time=  4.8s loss=0.174, TAw acc=  0.0% |
 Epoch: 9 | Train: time=  8.5s | Valid: time=  5.5s loss=0.149, TAw acc=  0.0% |
 Epoch: 10 | Train: time=  8.2s | Valid: time=  4.8s loss=0.228, TAw acc=  0.0% |
 Epoch: 11 | Train: time=  8.3s | Valid: time=  5.6s loss=0.152, TAw acc=  0.0% |
 Epoch: 12 | Train: time=  8.4s | Valid: time=  4.9s loss=0.149, TAw acc=  0.0% |
 Epoch: 13 | Train: time=  8.3s | Valid: time=  5.2s loss=0.158, TAw acc=  0.0% |
 Epoch: 14 | Train: time=  9.3s | Valid: time=  6.5s loss=0.150, TAw acc=  0.0% |
 Epoch: 15 | Train: time= 10.5s | Valid: time=  7.1s loss=0.165, TAw acc=  0.0% |
 Epoch: 16 | Train: time= 10.4s | Valid: time=  6.8s loss=0.135, TAw acc=  0.0% |
 Epoch: 17 | Train: time= 10.7s | Valid: time=  6.7s loss=0.125, TAw acc=  0.0% |
 Epoch: 18 | Train: time= 10.2s | Valid: time=  6.8s loss=0.168, TAw acc=  0.0% |
 Epoch: 19 | Train: time= 10.3s | Valid: time=  7.0s loss=0.142, TAw acc=  0.0% |
 Epoch: 20 | Train: time= 10.8s | Valid: time=  6.9s loss=0.134, TAw acc=  0.0% |
